i am inquiring for Area director Mickle Blalock.  We have an ADA and a DMA that has ordered color printers.  both have received them but both are having trouble getting them installed.  What can you do to escalate the installation of these printers?,OTHER_FLOW
hi - I am trying to install TaptoPrint printer. I get an access denied when the machine tries to install the printer driver.,OTHER_FLOW
I got back from holidays and all my printers are gone. It appears we have some new printer installed that IT needs to set me up with (used with entry badge). I called our local IT dept. but no one is answering. I need to interview a candidate in an hour and need to print urgently his CV and documents. I am in Zurich  Prime Tower  9th floor.,OTHER_FLOW
I want to set up GOOD ENTERPRISE for a new phone I got,OTHER_FLOW
I need a printer set up for my laptop,OTHER_FLOW
I've installed and uninstalled the printer several times on my laptop,OTHER_FLOW
I need printer drivers installed on my laptop for HP office Jet 8600,OTHER_FLOW
I cannot setup my PC to connect to Tap to Print Printer,OTHER_FLOW
Hi  I am unable to print from my PC.  A default printer is setup but it is not printing my materials.,OTHER_FLOW
Hi there  I'm unable to print to our TaptoPrint Printer.  Seems that the device/set-up on my workstation is not correct.,OTHER_FLOW
I need the following color printer set up on my computer: MFCUSMO20E314D,OTHER_FLOW
No  I'm a new hire  just started Monday and my computer was set up without any printers mapped,UC2_SC3_NewHireSetup_INTERPRETED_AS
"""The program can't start because x2utilPL.dll is missing	cnc = other	tag = ",OTHER_FLOW
My system has a general error popping up when printing and opening applications.	cnc = technicalsupport-devicesupport-errormessage	tag = ,OTHER_FLOW
Can I connect to your computer to check on it?	cnc = other	tag = pc,UC4_SC5_DESKTOP_HARDWARE
of course	cnc = other	tag = ,OTHER_FLOW
Winning lottery numbers?	cnc = other	tag = ,OTHER_FLOW
plese reinstall printer driver	cnc = technicalsupport-devicesupport-installation	tag = printer,OTHER_FLOW
I cant print	cnc = other	tag = ,OTHER_FLOW
Can you please tell me what is the Printer name that you need to print into?	cnc = request	tag = printer,OTHER_FLOW
Is it the tap to print?	cnc = other	tag = ,OTHER_FLOW
It happen how frequently? because i have checked your previous ticket and there is a issue with tap to print last week. Right?	cnc = technicalsupport	tag = printer,UC4_SC5_PRINTER
Good day Kabir!	cnc = other	tag = ,OTHER_FLOW
HI... we have an issue with our main printer	cnc = technicalsupport	tag = printer,UC4_SC5_PRINTER
"need to check on the status of this order plz Order Confirmation  WS40206707.. We ordered a laptop printer cable  have not yet received.  ordered in may	cnc = cmporder-status-request	tag = pc, printer",UC3_SC4_CMP_REQUEST_STATUS
"need to check on the status of this order plz Order Confirmation  WS40206707.. We ordered a laptop printer cable  have not yet received.  ordered in may	cnc = cmporder-status-request	tag = pc, printer",SPECIFIC_REQUEST
"need to check on the status of this order plz Order Confirmation  WS40206707.. We ordered a laptop printer cable  have not yet received.  ordered in may	cnc = cmporder-status-request	tag = pc, printer",ORDER_ID_RECEIVED
Is this the first time you reported this issue?	cnc = other	tag = ,OTHER_FLOW
that is a marketplace order.	cnc = other	tag = citi marketplace,UC3_SC4_CMP_REQUEST_STATUS
"I was issued a new laptop  I am 100% remote worker and need to have the printer drivers installed for my citi issued printer.	cnc = technicalsupport-devicesupport-installation	tag = pc, printer, new hire request",UC2_SC3_NewHireSetup_INTERPRETED_AS
"Just to verify you need to have your printer divers installed to your laptop.	cnc = technicalsupport-devicesupport-installation	tag = pc, printer",OTHER_FLOW
Is that right?	cnc = other	tag = ,OTHER_FLOW
"You need to submit a request for printer rights in marketplace.	cnc = request	tag = citi marketplace, printer",UC3_SC4_CMP_REQUEST_STATUS
Have you submitted already  Jennifer?	cnc = other	tag = ,OTHER_FLOW
I have opened a ticket number regarding your issue and this will be tagged as resolved. Here is your ticket number  INC0025503621.	cnc = technicalsupport	tag = ,OTHER_FLOW
Hi there	cnc = other	tag = ,OTHER_FLOW
I can't find my taptoprint in my printer list anymore	cnc = other	tag = printer,UC4_SC5_PRINTER
No I don't	cnc = other	tag = ,OTHER_FLOW
This is a newly assigned com	cnc = other	tag = ,OTHER_FLOW
Is this a printer issue Tammay?	cnc = other	tag = printer,UC4_SC5_PRINTER
"Im not sure. it just seems we've lost a connection from computer to printer. It will not print the customer receipts from the drop tray. it is now pulling the receipts from tray one and printing on plain paper.	cnc = technicalsupport-devicesupport-accessissue	tag = pc, printer",UC4_SC5_DESKTOP_HARDWARE
"Im not sure. it just seems we've lost a connection from computer to printer. It will not print the customer receipts from the drop tray. it is now pulling the receipts from tray one and printing on plain paper.	cnc = technicalsupport-devicesupport-accessissue	tag = pc, printer",UC4_SC5_PRINTER
we always have customer receipts in the tray and when we take a payment the receipt automatically would print on the proper receipt paper now its not.	cnc = other	tag = ,OTHER_FLOW
"Have you tried restarting both the computer and printer?	cnc = other	tag = pc, printer",UC4_SC5_DESKTOP_HARDWARE
"Have you tried restarting both the computer and printer?	cnc = other	tag = pc, printer",UC4_SC5_PRINTER
dear team good morning	cnc = other	tag = ,OTHER_FLOW
other reference mentioned W863J900010	cnc = other	tag = ,OTHER_FLOW
Color print rights	cnc = other	tag = ,OTHER_FLOW
Hi Maria	cnc = other	tag = ,OTHER_FLOW
I have created a ticket for our conversation and on the information provided for today:  INC0034532800.	cnc = other	tag = ,OTHER_FLOW
We are committed to continually improve how we serve you and would like to invite you to take a brief survey on your experience today.You could click on this link for the survey to redirect you automatically in the page:  https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey 24e8a10e6f3c6640dad82fe64f3ee480 Your response is highly appreciated.	cnc = request	tag = citi im,UC4_SC5_CITI_INSTANT_MESSAGE
We are committed to continually improve how we serve you and would like to invite you to take a brief survey on your experience today.You could click on this link for the survey to redirect you automatically in the page:  https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey 24e8a10e6f3c6640dad82fe64f3ee480 Your response is highly appreciated.	cnc = request	tag = citi im,NEW_ACCESS
I'm having trouble printing from my laptop	cnc = other	tag = pc,UC4_SC5_DESKTOP_HARDWARE
"I'm traveling and connected to the network via VPN	cnc = request	tag = network cable, citi remote access safeword card, network drive",UC2_SC3_INTERPRETED_AS_NETWORK_DRIVE
I would like to set the following printer as default	cnc = request	tag = printer,OTHER_FLOW
No  that was all	cnc = other	tag = ,OTHER_FLOW
"I am unable to print from my CAP RPC machine.	cnc = request	tag = pc, cap",UC1_FROZEN_ONERESET_CAP_FROM_CLASS
I have added printers via the printui  rebooted my rpc but no documents print yet	cnc = technicalsupport-devicesupport-accessissue-bootissue	tag = printer,OTHER_FLOW
Is this the first time you reported this issue?	cnc = other	tag = ,OTHER_FLOW
Alright. Let me check your Cap session on the server.	cnc = request	tag = cap,UC1_FROZEN_ONERESET_CAP_FROM_CLASS
i have an error message eery time I try to print	cnc = technicalsupport-devicesupport-errormessage	tag = ,OTHER_FLOW
and it says it printed	cnc = other	tag = ,OTHER_FLOW
but it didnt	cnc = other	tag = ,OTHER_FLOW
Are you able to print before using that printer you are using?	cnc = other	tag = printer,UC4_SC5_PRINTER
but its been awhile since I've been able to	cnc = other	tag = ,OTHER_FLOW
I keep getting an error message	cnc = technicalsupport-devicesupport-errormessage	tag = ,OTHER_FLOW
"please assist on user fc76516  she can't access the printer after changing her machine to Thin Client.	cnc = technicalsupport-devicesupport-frozenscreen	tag = pc, printer",OTHER_FLOW
her extension is 63288743	cnc = other	tag = ,OTHER_FLOW
I am not able to call but is she online right nwo?	cnc = other	tag = ,OTHER_FLOW
I think she do not have OC	cnc = other	tag = ,OTHER_FLOW
"i work from home 100% of the time with a Citilaptop. it's currently configured to allow me to use my own printer when offline. I've changed my printer at home and need the new drivers etc	cnc = technicalsupport-devicesupport-frozenscreen	tag = printer, citi im",OTHER_FLOW
"Just to clarify  you wanted to install your personal printer driver to the citi laptop?	cnc = technicalsupport-devicesupport-installation	tag = pc, printer",OTHER_FLOW
We are committed to continually improve how we serve you and would like to invite you to take a brief survey on your experience today.  https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey 93c49e446fd79204c603a1a56f3ee4a1	cnc = request	tag = citi im,UC4_SC5_CITI_INSTANT_MESSAGE
We are committed to continually improve how we serve you and would like to invite you to take a brief survey on your experience today.  https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey 93c49e446fd79204c603a1a56f3ee4a1	cnc = request	tag = citi im,NEW_ACCESS
I am working on the 14th floor in London and for more than 20 days our printers don't work.	cnc = other	tag = printer,UC4_SC5_PRINTER
the brand is xerox	cnc = other	tag = ,OTHER_FLOW
hi  I am having an issue with my printer. when I go to release my secure print  I get a message that says 'processing data...please wait.' but my print job never comes out.	cnc = technicalsupport	tag = printer,UC4_SC5_PRINTER
Hi. We have currently migrated to HP printer.	cnc = other	tag = printer,UC4_SC5_PRINTER
Chun Wai Fong left the room.	cnc = other	tag = ,OTHER_FLOW
This is the ticket number for our reference. INC0026223829	cnc = other	tag = ,OTHER_FLOW
"Hi  just using citi laptop remote for first time. Having issues with printing and accessing some web pages.	cnc = technicalsupport-devicesupport-accessissue	tag = pc, citi im",UC4_SC5_CITI_INSTANT_MESSAGE
"Hi  just using citi laptop remote for first time. Having issues with printing and accessing some web pages.	cnc = technicalsupport-devicesupport-accessissue	tag = pc, citi im",UC4_SC5_DESKTOP_HARDWARE
the printer by my desk can not secure print. is there any way we can get secure printing for that printer	cnc = other	tag = printer,UC4_SC5_PRINTER
"Also folks have been complaining that the printer isn't printing for them. they get the pop that shows its printing but nothing comes out but meanwhile someone else can print with no issue. they normally resolve this issue by re starting the printer and then their documents print	cnc = technicalsupport	tag = printer, new hire request",UC4_SC5_PRINTER
Por favor de confirmar su problema/pregunta. Cuando sea confirmada  usted sera conectado a un representante para que le asista.	cnc = other	tag = ,OTHER_FLOW
Hola  buenas tardes. Quisiera solicitar su apoyo para la instalaci_n de impresora en mi equipo  por favor	cnc = technicalsupport-devicesupport-installation	tag = ,OTHER_FLOW
I am currently using a temporary pass	cnc = other	tag = ,OTHER_FLOW
Everything that I print comes out on both sides of the paper  even after I change the print properties to 1 side only.	cnc = technicalsupport-devicesupport-frozenscreen	tag = ,OTHER_FLOW
Here's the ticket number regarding with the concern INC0027221104.	cnc = other	tag = ,OTHER_FLOW
https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey 96808f436f509e80dad87ed64f3ee43c	cnc = other	tag = ,OTHER_FLOW
Hi I can connect to printer but unable to print.	cnc = technicalsupport-devicesupport-accessissue-logonissue	tag = printer,OTHER_FLOW
I cant be able to print	cnc = other	tag = ,OTHER_FLOW
is very lack	cnc = other	tag = ,OTHER_FLOW
Kindly refer to this ticket number for reference: INC0032307092 This ticket can be used to track this chat conversation.  You will receive an email confirming this reference number.	cnc = other	tag = ,OTHER_FLOW
that's all	cnc = other	tag = ,OTHER_FLOW
That's all	cnc = other	tag = ,OTHER_FLOW
You too.	cnc = other	tag = ,OTHER_FLOW
"Hi  Need to map a printer to my pc  harder than I expected	cnc = request	tag = pc, printer, pointsec pc",OTHER_FLOW
"Hi  printer was transferred from my colleagues system to my system. Citi market request also is in completed status	cnc = technicalsupport-devicesupport-errormessage	tag = citi marketplace, printer",UC3_SC4_CMP_REQUEST_STATUS
Is this the first time you contacted us regarding this issue?	cnc = other	tag = ,OTHER_FLOW
Let me check on that  Vinodhini.	cnc = other	tag = ,OTHER_FLOW
I am getting an error message when printing.   splewow64.exe - System Error	cnc = technicalsupport-devicesupport-errormessage	tag = ,OTHER_FLOW
I am trying to print a single page document  but number pages shows in printer as 420 pages. Please advise	cnc = other	tag = printer,UC4_SC5_PRINTER
oops  meant to say LOVE the spelling of your name	cnc = other	tag = ,OTHER_FLOW
anywho  the printer will not print my documents	cnc = other	tag = printer,UC4_SC5_PRINTER
No  Im good	cnc = other	tag = ,OTHER_FLOW
Have a good day	cnc = other	tag = ,OTHER_FLOW
"I recently had my PC replaced and successfully installed my default printer however now all my print jobs are failing and I need this remedied	cnc = technicalsupport-devicesupport-installation	tag = pc, printer",OTHER_FLOW
apologies-long time since I have had to open a ticket-is that not what this is	cnc = technicalsupport-devicesupport-accessissue-logonissue	tag = connect,OTHER_FLOW
"Alright let me raise one for you.	cnc = request	tag = phone, avaya one-x communicator (voip)",UC4_SC5_CITI_INSTANT_MESSAGE
"Alright let me raise one for you.	cnc = request	tag = phone, avaya one-x communicator (voip)",NEW_ACCESS
having printing issues	cnc = technicalsupport	tag = ,OTHER_FLOW
"Every time I open up a Microsoft Office application I get an error The program can't start because x2utilR1.dll is missing from your computer.  Try reinstalling the program to fix this problem.""""""",OTHER_FLOW
"Hi  I am having an issue with Microsoft. My printers are gone and I have an error message that comes up every time saying  ""The program cant start because x2utillR1.dll is missing from computer. Try re installing the programs.""",OTHER_FLOW
i am getting the following error in Excel:  the program can't start because x2utilPL.dll is missing from your computer.  Try reinstalling the program to fix this problem.,OTHER_FLOW
"I was liaising with Technology who advised as follows ""Problem with citrix client. Please reach local support to reinstall user citrix receiver on their pc.""",UC1_INSTALLATION_CITRIX_YESNO_FROM_CLASS
Good Morning  I am unable to install my printers outside of the CAP environment. I also cannot install them inside cap. I have the printer I need on the desktop and just need an admin to install the printer,UC1_INSTALLATION_CAP_FROM_CLASS
would you be able to assist me in setting up tap-to-print on the desktop,UC1_INSTALLATION_CAP_FROM_CLASS
Hi- my computer prompts me to upgrade Adobe Acrobat XI Pro  but I cannot as I do not have administrator access.,OTHER_FLOW
"I'm getting an error message in Adobe Acrobat XI Pro ""splwow64.exe - System error"".  and it says the program can't start because x2utilN6.dll is missing from your computer.  Try reinstalling the program to fix this problem.  Can you open a ticket for this to be done; please?",OTHER_FLOW
I work in back office business account opening and I am trying to print applications and I keep getting an error message : the program cant start because x2utilPL.dll is missing from your computer. try reinstalling the program to fix this problem.,OTHER_FLOW
can I set up my computer to not go to sleep.,OTHER_FLOW
I had a new pc installed and now I can't add printers and I get a trouble signal by my pc name,OTHER_FLOW
The program can't start because x2utilR1.dll is missing from your computer.  Try reinstalling program to fix this problem.,OTHER_FLOW
the system error is error message: the program cant start because x2utilPL.dll is missing from your computer. Try reinstalling the program to fix this problem,OTHER_FLOW
Error is    The program can't start because x2utilPL.dll is missing from your computer.   Try reinstalling the program to fix this problem,OTHER_FLOW
"The error says ""The program can't start because x2utiIPL.dll is missing from your computer. Try reinstalling the program to fix this problem""",OTHER_FLOW
the error shows splwow64.exe - system error and it saids the program cant start because x2utilR1.dll is missing from your computer. try reinstalling the program to fix this problem.,OTHER_FLOW
The program canÛªt start because x2utiPL.dll is missing from your computer. Try reinstalling the program to fix this problem.,OTHER_FLOW
splwow64.exe-System Error: The program can't start because x2utilR1.dll is missing from your computer. Try reinstalling the program to fix this problem.,OTHER_FLOW
I cannot seem to be able to set up printers on my laptop,OTHER_FLOW
need a printer set up,OTHER_FLOW
i need to install the correct printer drivers for one of the network printers I am connected to,OTHER_FLOW
my local it said remove all printers then reinstall and reboot but still getting errors,OTHER_FLOW
Good morning  last Friday a new tap-to-print has been installed in the GSCC at changi business point. I added this new printer but  I can't print anything. I was told I had to raise an incident ticket in order to desinstall all previous drivers and to install only the one required for this particular device. Can you assist in this?,OTHER_FLOW
"Good morning. I am having printer issues. I receive an error when trying to print to 1 specific printer. ""The program can't start because x2utilPL.dll is missing from your computer. Try reinstalling the program to fix the problem""",OTHER_FLOW
hi - I have Excel 2010 installed with the Power Pivot add-in. It was working earlier  but after the installation of the Power Query Add-in  the Power Pivot add in no longer works  and cannot be activated from the Excel options.,OTHER_FLOW
please re-install my printer driver. I do not have secure print,OTHER_FLOW
I am unable to print reports from SART1. It appears when the new printers were installed in my department they were not mapped to allow this function.,OTHER_FLOW
Hi  I was working with Lovely Romero on setting up myhome printer for my ThinkPad from Citi when my VPN stopped working,OTHER_FLOW
Hi  i'm trying to setup my CAP desktop for printing but i'm unable to add the printer PRNPNGL05M4350_12 on apaccitimyft004,UC1_INSTALLATION_CAP_FROM_CLASS
when I tried to print it said it needed to install an updated driver but I can't install b/c I don't have admin permissions,OTHER_FLOW
are you able to set up for me?,OTHER_FLOW
I missed printers I set up,OTHER_FLOW
and my account has just been set up,OTHER_FLOW
No  they were corrupted. That is why reinstalled it.,OTHER_FLOW
'he program cannot start because x2utilHL.dll is missing.... Try reinstalling......,OTHER_FLOW
They will call you instead.,OTHER_FLOW
Also just FYI  I moved to Singapore from HK about a month ago so the setup is relatively new,OTHER_FLOW
"when tap access card to log on  the printer ""hang"" for a long time and unable to retreive printed copies nor any other functions.  Same error for both printers located at Secured Loans Unit Level 3 tower 2",OTHER_FLOW
My group has a plotter printer not a part of the managed print program.  We are having connectivity issues and the HP tech we hired to fix it says we need to have the printer IP Address & Port changed.  As well as making sure we have the most updated print driver loaded to our computers,OTHER_FLOW
Changing the share name and the IP address of the tap to print printer should be done bby Equitrac team.,OTHER_FLOW
My question is how to change the printer PIN?,OTHER_FLOW
Hi I am changing the settings on my printer to print on both sides but the printer does not change and print that way,OTHER_FLOW
the printer changes the scale of printed pages,OTHER_FLOW
Hi  I am not able to change my default printer. I have tried to change it however it will not let me. Please can you assist?,OTHER_FLOW
https://emeacashexchange.emea.citigroup.net/siteminderagent/forms/login.fcc?TYPE 167772161&REALMOID 06-e30c74be-0bdf-1001-8861-847a5366ff22&GUID 0&SMAUTHREASON 40&METHOD GET&SMAGENTNAME -SM-XlC3%2bxsue%2f%2b0n7WpJXiQAPdi7UW1wVHkPw%2bOs3oLRofNMg5TN2RG8LcHnMpuVQx60ArrStidnuX98E5KZ89h2y%2fOCI4YOHjJ&TARGET -SM-%2fAAL,OTHER_FLOW
People in this Long Island City location said that there was a back-end change that needed to be addressed ...? don't know all of the details.  It's on the 28th floor in LIC 1.,OTHER_FLOW
Feel free to answer a quick survey https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey e662ab336f889240c6037ed64f3ee453 <https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey e662ab336f889240c6037ed64f3ee453>,OTHER_FLOW
Feel free to answer a quick survey https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey 86d5af726f1ac200c60388864f3ee4ad,OTHER_FLOW
Since they changed the names of the printers in my area  I am unable to locate the new name and print from it,OTHER_FLOW
Hi - how do I change the PIN that I need in order to print secured documents?,OTHER_FLOW
how do I change the PIN that I need in order to print secured documents?,OTHER_FLOW
Feel free to answer a quick survey https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey 3d1ac5136f920a00dad8a1a56f3ee45f,OTHER_FLOW
Feel free to answer a quick survey https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey a56bd3226f1b46802ed47ed64f3ee43a,OTHER_FLOW
Feel free to answer a quick survey https://servicemanagement.citigroup.net/expert_shell.do?sysparm_sys_id f864c5d26f385500bd06cbe64f3ee46a&EV:sysparm_task_survey a0d1427d6fea4280c6037ed64f3ee411,OTHER_FLOW
we need a local IT guy to change it.,OTHER_FLOW
I would like to change the PIN that's needed to print,OTHER_FLOW
I am now operating from Changi Business Park in Singapore,OTHER_FLOW
the ticket has been changed to CLOSED status,OTHER_FLOW
I'm trying to print a large presentation and when I send the document to the color printer it gives mean error:  PDF Converter Professional has stopped working.  A problem caused the program to stop working correctly.  Please close program.,OTHER_FLOW
Hi Michael  I cannot send document to my printer and my word pops up some error message,OTHER_FLOW
"We are still unable to print documents at Bonny branch. The branch has a LaserJet 1320 printer connected to the PCs via a USB connector. We experience an error message ""Printer Error"" while attempting to print.",OTHER_FLOW
"We are still unable to print documents at Bonny branch. The branch has a LaserJet 1320 printer connected to the PCs via a USB connector. We experience an error message ""Printer Error"" while attempting to print.",OTHER_FLOW
We cannot print but get no error message,OTHER_FLOW
I don't get error but when print on the file and go to printer to tap ,OTHER_FLOW
it keeps saying that the printer/s are in Error state,OTHER_FLOW
Printer LaserJet CP3505dn / Error Message reads  59.0 Fuser Error -  Several attempts made to remedy solution given on printer display  but continues to malfunction. Will not print,OTHER_FLOW
I cannot access to a printer. i get an error message,OTHER_FLOW
My default printer continually jams or is inan error state,OTHER_FLOW
I'm mapped and connected to a printer on my floor however I get a system error when I try to print,OTHER_FLOW
I have a printer that is showing an error,OTHER_FLOW
I've restarted it as well as my machine multiple times and we keep getting printer errors,OTHER_FLOW
Hi. I can send documents to the printer but the printer reports an unspecified error and does not print. It printed fine till last week,OTHER_FLOW
I have a printer in my area that I usually print to but I'm getting an error when I try to do so today.,OTHER_FLOW
Hi  I'm trying to print to my network printer and am told that the printer is in an error state,OTHER_FLOW
Hi  the printer on our floor has been stuck in error state for some days now. Do you know who I contact to have this fixed?,OTHER_FLOW
Hi. I can send documents to the printer but the printer reports an unspecified error and does not print. It printed fine till last week,OTHER_FLOW
yea I am referring to the taptoprint printer,OTHER_FLOW
two printers on my floor to which I am mapped are giving error messages,OTHER_FLOW
the print has and error that says communication problem  the remote server or the authentication seq. failed,OTHER_FLOW
ticket number for the printer error?,OTHER_FLOW
I am unable to print to my default printer  error message says printer is not ready  but others in my group can print to same printer,OTHER_FLOW
My printer is saying that there is an error and needs troubleshooting. it previously allowed to trouble shoot from my works station but is now informing that I need admin access to do this.,OTHER_FLOW
hi I cannot connect to any printers on my floor - Operation failed with error 0x000000002,OTHER_FLOW
i keep getting an error message when loading word/powerpoint/etc.,OTHER_FLOW
I receive an error message when opening ms powerpoint,OTHER_FLOW
i need a ticket open for SN50783. she gets an error when trying to print. this needs to go to our local IT  they are aware of the issue and have a fix for it. her desk is  02A-058. my hours are m-f 6:00 am - 2:30 pm mst  phone 801-605-9560  my soeid ws98072.,OTHER_FLOW
getting error message when trying to print to network printer: The program can't start because x2uilPL.dll is missing from our computer.,OTHER_FLOW
I have an employee (Brent) who is receiving a driver error when trying to print from his computer here in the office.,OTHER_FLOW
Hi. wonder if you can please.  I keep receiving an error message-splwowo64.exe -system error with word  excel or acrobat applications.  This also prevents me printing.  It mentions X2utilR1.dll is missing from my computer.  Any ideas please?,OTHER_FLOW
"i am seeing an error message that ""x2utilK0.dll"" is missing from my pc",OTHER_FLOW
hi  I am unable to print due to error - the program cant start because x2utilR1.dll is missing from your computer,OTHER_FLOW
Hi I cant print from my computer and every so often I continue to receive the same system error message,OTHER_FLOW
My computer will not let print I keep receiving the following error,OTHER_FLOW
I have an error message keep showing on my computer,OTHER_FLOW
I need to request a ticket on Brent Johnston's behalf for a print driver error he is receiving.,OTHER_FLOW
I'm trying to update a Microsoft Word document and getting a splwow64.exe-System Error box displaying with message:,OTHER_FLOW
receiving an error in Microsoft office applications,OTHER_FLOW
Operation could not be completed (error 0x000006ba). The local print spooler service is not running. Please restart the spooler or restart the machine,OTHER_FLOW
I kleep receiving an x2utilPL.dll driver error when I try to print,OTHER_FLOW
I receive the following Error message whenever I try to print or open Microsoft suite of apps..... excel  powerpoint etc,OTHER_FLOW
Hi  I am getting an error message when trying to print from Excel mainly.,OTHER_FLOW
Printer 1CITI 70702 Error Message: Fuser Motor Failed390 7th floor,OTHER_FLOW
I have the following missing file X2utilPL.dll error every time I access office,OTHER_FLOW
Is there any error message?,OTHER_FLOW
I am getting a splwow64.exe - System Error,OTHER_FLOW
Are they getting any error message when they tried to print,OTHER_FLOW
Are you getting an error message?,OTHER_FLOW
Is there any error message?,OTHER_FLOW
I am getting an error message that the program cannot start because of a missing dll,OTHER_FLOW
"It is also given an error message saying ""check manual feeder instructions"" even though all the trays are full when any of us try to print",OTHER_FLOW
Yvonne I just want to verify where are you getting the error message?,OTHER_FLOW
I keep getting error messages,OTHER_FLOW
What are you trying to do when you get the error message?,OTHER_FLOW
32 bit error does not allow me to print,OTHER_FLOW
no error message on screen,OTHER_FLOW
And are you getting any error message ?,OTHER_FLOW
When i try to open the link it throws an error PAGE NOT FOUND,OTHER_FLOW
